# RAW_ANALYTICAL_RESULTS
# SECTION_COUNT: 2
# SECTION 1
COEFFICIENT: -1.000000000000
ENERGY: -76.228440982280
GRADIENT:
     -0.000000000000      -0.000000000000      -0.011014692100
      0.000000000000      -0.001623686000       0.005507346000
      0.000000000000       0.001623686000       0.005507346000

# SECTION 2
COEFFICIENT: 1.000000000000
ENERGY: -76.318582132152
GRADIENT:
      0.000000000000      -0.000000000000      -0.001255076100
      0.000000000000       0.001008110800       0.000627538100
     -0.000000000000      -0.001008110800       0.000627538100

